OMR Version,Policy # (masked),Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update),Odom Reading All (Previous),Odom Reading All (Update),Diff All,Count1,Count2,Count3,Count4,#Cars in Policy
Sign Top,10178,32891,79966,5582,18165,,,,,19236.5,49065.5,29829,1,1,0,0,2
Sign Bottom,10179,158945,179429,32728,56552,,,,,95836.5,117990.5,22154,1,1,0,0,2
Sign Bottom,10180,96306,114595,150100,172375,,,,,123203,143485,20282,1,1,0,0,2
Sign Top,10181,395272,420199,,,,,,,395272,420199,24927,1,0,0,0,1
Sign Bottom,10182,51905,61805,13228,31967,,,,,32566.5,46886,14319.5,1,1,0,0,2
Sign Bottom,10183,139273,170606,,,,,,,139273,170606,31333,1,0,0,0,1
Sign Bottom,10184,153534,179789,,,27032,70707,,,90283,125248,34965,1,0,1,0,2
Sign Top,10185,8870,38262,9879,44051,,,,,9374.5,41156.5,31782,1,1,0,0,2
Sign Bottom,10186,56923,68363,,,,,,,56923,68363,11440,1,0,0,0,1
Sign Bottom,10187,71274,84088,,,,,,,71274,84088,12814,1,0,0,0,1
Sign Bottom,10188,84923,97067,43808,48099,,,,,64365.5,72583,8217.5,1,1,0,0,2
Sign Top,10189,56458,63607,36157,53429,,,,,46307.5,58518,12210.5,1,1,0,0,2
Sign Top,10190,140375,156461,,,,,,,140375,156461,16086,1,0,0,0,1
Sign Bottom,10191,2,6313,,,,,,,2,6313,6311,1,0,0,0,1
Sign Top,10192,35647,79005,,,,,,,35647,79005,43358,1,0,0,0,1
Sign Bottom,10193,41201,70083,,,,,,,41201,70083,28882,1,0,0,0,1
Sign Top,10194,88894,136641,83349,88464,,,,,86121.5,112552.5,26431,1,1,0,0,2
Sign Top,10195,173266,196757,,,115000,147166,,,144133,171961.5,27828.5,1,0,1,0,2
Sign Top,10196,51010,76109,129198,169718,,,,,90104,122913.5,32809.5,1,1,0,0,2
Sign Top,10197,883,17229,,,,,,,883,17229,16346,1,0,0,0,1
Sign Top,10198,116107,157514,,,,,,,116107,157514,41407,1,0,0,0,1
Sign Top,10199,20478,46093,,,,,,,20478,46093,25615,1,0,0,0,1
Sign Top,10200,176465,195069,,,,,,,176465,195069,18604,1,0,0,0,1
Sign Top,10201,59000,82459,,,,,,,59000,82459,23459,1,0,0,0,1
Sign Bottom,10202,47264,66164,,,,,,,47264,66164,18900,1,0,0,0,1
Sign Bottom,10203,54607,54784,,,,,,,54607,54784,177,1,0,0,0,1
Sign Top,10204,8410,26035,39,43317,,,,,4224.5,34676,30451.5,1,1,0,0,2
Sign Top,10205,120919,126378,,,,,,,120919,126378,5459,1,0,0,0,1
Sign Top,10206,10,37852,0,30959,,,,,5,34405.5,34400.5,1,1,0,0,2
Sign Bottom,10207,141798,152810,13264,37199,,,,,77531,95004.5,17473.5,1,1,0,0,2
Sign Bottom,10208,870,38602,,,,,,,870,38602,37732,1,0,0,0,1
Sign Top,10209,20,38959,160000,196899,,,,,80010,117929,37919,1,1,0,0,2
Sign Bottom,10210,3313,46667,,,,,,,3313,46667,43354,1,0,0,0,1
Sign Top,10211,87525,133129,,,,,,,87525,133129,45604,1,0,0,0,1
Sign Top,10212,100000,131092,,,,,,,100000,131092,31092,1,0,0,0,1
Sign Top,10213,75783,81518,,,,,,,75783,81518,5735,1,0,0,0,1
Sign Bottom,10214,82032,115427,30858,43368,,,,,56445,79397.5,22952.5,1,1,0,0,2
Sign Bottom,10215,50443,68184,,,,,,,50443,68184,17741,1,0,0,0,1
Sign Top,10216,87405,131306,3118,3429,,,,,45261.5,67367.5,22106,1,1,0,0,2
Sign Top,10217,162401,203629,34977,50116,,,,,98689,126872.5,28183.5,1,1,0,0,2
Sign Top,10218,44287,76575,,,,,,,44287,76575,32288,1,0,0,0,1
Sign Top,10219,24000,29111,156000,195438,,,,,90000,112274.5,22274.5,1,1,0,0,2
Sign Bottom,10220,88979,134818,157200,181941,,,,,123089.5,158379.5,35290,1,1,0,0,2
Sign Top,10221,179686,216108,,,89482,136706,,,134584,176407,41823,1,0,1,0,2
Sign Top,10222,72718,114636,159834,197713,,,,,116276,156174.5,39898.5,1,1,0,0,2
Sign Top,10223,364,31817,46311,85115,,,,,23337.5,58466,35128.5,1,1,0,0,2
Sign Top,10224,118837,144585,,,,,,,118837,144585,25748,1,0,0,0,1
Sign Bottom,10225,35640,61794,2312,2990,90323,129260,,,42758.33333,64681.33333,21923,1,1,1,0,3
Sign Bottom,10226,71522,85737,,,,,,,71522,85737,14215,1,0,0,0,1
Sign Top,10227,90868,134231,,,,,,,90868,134231,43363,1,0,0,0,1
Sign Bottom,10228,123978,151685,,,,,,,123978,151685,27707,1,0,0,0,1
Sign Top,10229,137045,173125,,,,,,,137045,173125,36080,1,0,0,0,1
Sign Bottom,10230,37897,69893,21719,52750,,,,,29808,61321.5,31513.5,1,1,0,0,2
Sign Bottom,10231,9543,49780,,,,,,,9543,49780,40237,1,0,0,0,1
Sign Top,10232,20065,52726,,,,,,,20065,52726,32661,1,0,0,0,1
Sign Top,10233,95888,127525,67849,113553,,,,,81868.5,120539,38670.5,1,1,0,0,2
Sign Top,10234,76592,84553,,,,,,,76592,84553,7961,1,0,0,0,1
Sign Top,10235,82523,126017,12000,27324,,,,,47261.5,76670.5,29409,1,1,0,0,2
Sign Top,10236,62025,96677,54282,84274,,,,,58153.5,90475.5,32322,1,1,0,0,2
Sign Top,10237,20965,26353,93588,106014,,,,,57276.5,66183.5,8907,1,1,0,0,2
Sign Top,10238,65000,98441,,,,,,,65000,98441,33441,1,0,0,0,1
Sign Top,10239,37685,38373,,,,,,,37685,38373,688,1,0,0,0,1
Sign Top,10240,33148,40603,15703,21290,,,,,24425.5,30946.5,6521,1,1,0,0,2
Sign Top,10241,976,22869,,,177810,220514,,,89393,121691.5,32298.5,1,0,1,0,2
Sign Top,10242,43438,46502,,,,,,,43438,46502,3064,1,0,0,0,1
Sign Top,10243,16342,37653,,,,,,,16342,37653,21311,1,0,0,0,1
Sign Top,10244,6623,45107,,,,,,,6623,45107,38484,1,0,0,0,1
Sign Top,10245,10,2093,15700,17401,75000,80160,,,30236.66667,33218,2981.333333,1,1,1,0,3
Sign Top,10246,67267,102442,,,,,,,67267,102442,35175,1,0,0,0,1
Sign Bottom,10247,54220,82704,,,,,,,54220,82704,28484,1,0,0,0,1
Sign Bottom,10248,144321,145920,55700,99545,,,,,100010.5,122732.5,22722,1,1,0,0,2
Sign Bottom,10249,115412,157880,,,32759,38786,,,74085.5,98333,24247.5,1,0,1,0,2
Sign Top,10250,108421,137033,,,,,,,108421,137033,28612,1,0,0,0,1
Sign Bottom,10251,21673,65469,28800,48315,,,,,25236.5,56892,31655.5,1,1,0,0,2
Sign Bottom,10252,107054,149562,,,,,,,107054,149562,42508,1,0,0,0,1
Sign Bottom,10253,109790,156759,,,,,,,109790,156759,46969,1,0,0,0,1
Sign Bottom,10254,35063,41924,,,,,,,35063,41924,6861,1,0,0,0,1
Sign Bottom,10255,114217,151987,,,,,,,114217,151987,37770,1,0,0,0,1
Sign Bottom,10256,36708,68800,,,,,,,36708,68800,32092,1,0,0,0,1
Sign Bottom,10257,44888,77798,,,,,,,44888,77798,32910,1,0,0,0,1
Sign Bottom,10258,128422,143396,2150,24368,,,,,65286,83882,18596,1,1,0,0,2
Sign Top,10259,43694,57504,7115,39028,,,,,25404.5,48266,22861.5,1,1,0,0,2
Sign Bottom,10260,71721,72491,,,,,,,71721,72491,770,1,0,0,0,1
Sign Top,10261,51593,92065,16224,41053,,,,,33908.5,66559,32650.5,1,1,0,0,2
Sign Bottom,10262,70201,87422,25998,46281,,,,,48099.5,66851.5,18752,1,1,0,0,2
Sign Bottom,10263,20474,24608,,,,,,,20474,24608,4134,1,0,0,0,1
Sign Bottom,10264,48453,74287,130526,148817,99438,141139,,,92805.66667,121414.3333,28608.66667,1,1,1,0,3
Sign Top,10265,60320,99593,,,,,,,60320,99593,39273,1,0,0,0,1
Sign Bottom,10266,12633,46116,71384,83470,13946,16576,18711,32771,29168.5,44733.25,15564.75,1,1,1,1,4
Sign Bottom,10267,48175,62597,90176,95873,195000,227253,,,111117,128574.3333,17457.33333,1,1,1,0,3
Sign Top,10268,70900,77583,,,,,,,70900,77583,6683,1,0,0,0,1
Sign Top,10269,10,20738,90000,129079,,,,,45005,74908.5,29903.5,1,1,0,0,2
Sign Top,10270,76105,100911,95186,123197,,,,,85645.5,112054,26408.5,1,1,0,0,2
Sign Top,10271,122447,149082,,,,,,,122447,149082,26635,1,0,0,0,1
Sign Bottom,10272,51916,56688,,,,,,,51916,56688,4772,1,0,0,0,1
Sign Top,10273,75532,121840,,,,,,,75532,121840,46308,1,0,0,0,1
Sign Bottom,10274,11963,13011,70006,90427,,,,,40984.5,51719,10734.5,1,1,0,0,2
Sign Top,10275,6381,21056,,,,,,,6381,21056,14675,1,0,0,0,1
Sign Bottom,10276,130995,159323,51404,87495,,,,,91199.5,123409,32209.5,1,1,0,0,2
Sign Top,10277,89984,118222,,,,,,,89984,118222,28238,1,0,0,0,1
Sign Bottom,10278,2109,26278,,,,,,,2109,26278,24169,1,0,0,0,1
Sign Top,10279,20773,27335,14000,26815,,,,,17386.5,27075,9688.5,1,1,0,0,2
Sign Bottom,10280,115328,130811,90196,133243,,,,,102762,132027,29265,1,1,0,0,2
Sign Bottom,10281,17910,56302,33361,68586,,,,,25635.5,62444,36808.5,1,1,0,0,2
Sign Top,10282,70704,73738,195873,201339,,,,,133288.5,137538.5,4250,1,1,0,0,2
Sign Bottom,10283,35315,67890,,,,,,,35315,67890,32575,1,0,0,0,1
Sign Top,10284,61544,92827,147479,177991,,,,,104511.5,135409,30897.5,1,1,0,0,2
Sign Top,10285,33053,74406,50412,51292,,,,,41732.5,62849,21116.5,1,1,0,0,2
Sign Top,10286,20851,67627,,,,,,,20851,67627,46776,1,0,0,0,1
Sign Bottom,10287,70731,96804,,,,,,,70731,96804,26073,1,0,0,0,1
Sign Top,10288,75674,78504,40,34361,,,,,37857,56432.5,18575.5,1,1,0,0,2
Sign Top,10289,64281,98472,130442,164722,,,,,97361.5,131597,34235.5,1,1,0,0,2
Sign Top,10290,138958,167718,59220,80292,,,,,99089,124005,24916,1,1,0,0,2
Sign Bottom,10291,43948,75432,,,,,,,43948,75432,31484,1,0,0,0,1
Sign Top,10292,25152,58430,,,,,,,25152,58430,33278,1,0,0,0,1
Sign Top,10293,75541,101108,,,,,,,75541,101108,25567,1,0,0,0,1
Sign Top,10294,14500,24862,,,,,,,14500,24862,10362,1,0,0,0,1
Sign Top,10295,26,36220,,,,,,,26,36220,36194,1,0,0,0,1
Sign Bottom,10296,137382,177202,19827,45051,,,,,78604.5,111126.5,32522,1,1,0,0,2
Sign Bottom,10297,23466,45139,,,,,,,23466,45139,21673,1,0,0,0,1
Sign Top,10298,727,48839,,,,,,,727,48839,48112,1,0,0,0,1
Sign Top,10299,101494,133354,,,,,,,101494,133354,31860,1,0,0,0,1
Sign Bottom,10300,237777,250353,77387,119703,,,,,157582,185028,27446,1,1,0,0,2
Sign Top,10301,512,23407,,,,,,,512,23407,22895,1,0,0,0,1
Sign Top,10302,11005,30341,,,,,,,11005,30341,19336,1,0,0,0,1
Sign Top,10303,6000,34615,,,,,,,6000,34615,28615,1,0,0,0,1
Sign Top,10304,100000,123744,,,,,,,100000,123744,23744,1,0,0,0,1
Sign Bottom,10305,89242,108714,,,,,,,89242,108714,19472,1,0,0,0,1
Sign Bottom,10306,113000,130303,72118,111808,,,,,92559,121055.5,28496.5,1,1,0,0,2
Sign Top,10307,121916,154809,61734,83668,,,,,91825,119238.5,27413.5,1,1,0,0,2
Sign Top,10308,20496,60090,60861,62403,,,,,40678.5,61246.5,20568,1,1,0,0,2
Sign Top,10309,45123,80792,,,,,,,45123,80792,35669,1,0,0,0,1
Sign Bottom,10310,124100,157918,104370,117353,122029,153393,,,116833,142888,26055,1,1,1,0,3
Sign Bottom,10311,40400,90147,,,,,,,40400,90147,49747,1,0,0,0,1
Sign Bottom,10312,59900,89439,,,,,,,59900,89439,29539,1,0,0,0,1
Sign Top,10313,32674,81040,77547,120542,,,,,55110.5,100791,45680.5,1,1,0,0,2
Sign Top,10314,30000,38418,,,,,,,30000,38418,8418,1,0,0,0,1
Sign Top,10315,52713,95371,22900,44217,,,,,37806.5,69794,31987.5,1,1,0,0,2
Sign Top,10316,62745,90654,43283,70625,,,,,53014,80639.5,27625.5,1,1,0,0,2
Sign Bottom,10317,19520,23410,,,,,,,19520,23410,3890,1,0,0,0,1
Sign Bottom,10318,73334,95746,,,,,,,73334,95746,22412,1,0,0,0,1
Sign Top,10319,310,24052,4880,30736,,,,,2595,27394,24799,1,1,0,0,2
Sign Bottom,10320,55600,92680,21000,52197,,,,,38300,72438.5,34138.5,1,1,0,0,2
Sign Bottom,10321,105997,110265,,,,,,,105997,110265,4268,1,0,0,0,1
Sign Top,10322,93571,131617,147356,163097,,,,,120463.5,147357,26893.5,1,1,0,0,2
Sign Bottom,10323,160736,161476,111615,151550,,,,,136175.5,156513,20337.5,1,1,0,0,2
Sign Bottom,10324,101830,102057,,,171189,173755,,,136509.5,137906,1396.5,1,0,1,0,2
Sign Top,10325,10,15477,,,,,,,10,15477,15467,1,0,0,0,1
Sign Bottom,10326,250881,261468,177347,218710,,,,,214114,240089,25975,1,1,0,0,2
Sign Top,10327,38137,39481,416,18882,,,,,19276.5,29181.5,9905,1,1,0,0,2
Sign Top,10328,45953,65866,15,15092,,,,,22984,40479,17495,1,1,0,0,2
Sign Top,10329,731,33717,120973,160478,,,,,60852,97097.5,36245.5,1,1,0,0,2
Sign Top,10330,80946,118144,,,,,,,80946,118144,37198,1,0,0,0,1
Sign Bottom,10331,16795,47187,,,,,,,16795,47187,30392,1,0,0,0,1
Sign Bottom,10332,140584,166264,139540,155351,,,,,140062,160807.5,20745.5,1,1,0,0,2
Sign Top,10333,100309,117458,,,,,,,100309,117458,17149,1,0,0,0,1
Sign Bottom,10334,63710,86949,,,,,,,63710,86949,23239,1,0,0,0,1
Sign Bottom,10335,63434,73154,,,,,,,63434,73154,9720,1,0,0,0,1
Sign Top,10336,50235,65475,26462,38481,,,27854,50574,34850.33333,51510,16659.66667,1,1,0,1,3
Sign Top,10337,111492,121071,,,,,,,111492,121071,9579,1,0,0,0,1
Sign Bottom,10338,124277,142937,,,,,,,124277,142937,18660,1,0,0,0,1
Sign Bottom,10339,27631,35454,,,,,,,27631,35454,7823,1,0,0,0,1
Sign Bottom,10340,61744,70339,,,,,,,61744,70339,8595,1,0,0,0,1
Sign Bottom,10341,112716,147828,,,195736,242378,,,154226,195103,40877,1,0,1,0,2
Sign Bottom,10342,327,6568,17732,29096,,,,,9029.5,17832,8802.5,1,1,0,0,2
Sign Bottom,10343,126600,151232,,,,,,,126600,151232,24632,1,0,0,0,1
Sign Top,10344,115131,118672,22517,45998,,,,,68824,82335,13511,1,1,0,0,2
Sign Bottom,10345,110861,114950,78059,81741,,,,,94460,98345.5,3885.5,1,1,0,0,2
Sign Top,10346,44074,75573,21014,65537,,,,,32544,70555,38011,1,1,0,0,2
Sign Bottom,10347,116893,145632,69735,99382,,,,,93314,122507,29193,1,1,0,0,2
Sign Bottom,10348,69778,85482,,,,,,,69778,85482,15704,1,0,0,0,1
Sign Top,10349,86000,88688,145000,191752,,,,,115500,140220,24720,1,1,0,0,2
Sign Top,10350,41000,68347,,,,,,,41000,68347,27347,1,0,0,0,1
Sign Top,10351,459,2914,4768,31522,,,,,2613.5,17218,14604.5,1,1,0,0,2
Sign Top,10352,26568,72139,,,,,,,26568,72139,45571,1,0,0,0,1
Sign Bottom,10353,75795,105242,,,,,,,75795,105242,29447,1,0,0,0,1
Sign Bottom,10354,40795,41334,,,,,,,40795,41334,539,1,0,0,0,1
Sign Top,10355,111283,117165,,,,,,,111283,117165,5882,1,0,0,0,1
Sign Bottom,10356,38658,79235,,,,,,,38658,79235,40577,1,0,0,0,1
Sign Bottom,10357,81411,122513,129524,153616,,,,,105467.5,138064.5,32597,1,1,0,0,2
Sign Top,10358,73989,83275,,,,,,,73989,83275,9286,1,0,0,0,1
Sign Top,10359,11496,41890,826,3095,,,,,6161,22492.5,16331.5,1,1,0,0,2
Sign Top,10360,9000,28183,,,,,,,9000,28183,19183,1,0,0,0,1
Sign Top,10361,354,46086,,,,,,,354,46086,45732,1,0,0,0,1
Sign Bottom,10362,364774,394639,112123,114528,48472,62959,,,175123,190708.6667,15585.66667,1,1,1,0,3
Sign Bottom,10363,75189,88407,,,,,,,75189,88407,13218,1,0,0,0,1
Sign Top,10364,77739,94455,,,,,,,77739,94455,16716,1,0,0,0,1
Sign Top,10365,28000,58878,,,,,,,28000,58878,30878,1,0,0,0,1
Sign Top,10366,86000,135051,600,47006,400,21087,,,29000,67714.66667,38714.66667,1,1,1,0,3
Sign Top,10367,71191,91550,,,,,,,71191,91550,20359,1,0,0,0,1
Sign Bottom,10368,173697,184217,78909,108848,,,,,126303,146532.5,20229.5,1,1,0,0,2
Sign Top,10369,134153,136954,,,59968,107988,,,97060.5,122471,25410.5,1,0,1,0,2
Sign Bottom,10370,131428,135747,,,,,,,131428,135747,4319,1,0,0,0,1
Sign Bottom,10371,20907,45085,,,,,,,20907,45085,24178,1,0,0,0,1
Sign Top,10372,11974,38524,38570,80076,,,153273,189661,67939,102753.6667,34814.66667,1,1,0,1,3
Sign Top,10373,100451,145750,,,,,,,100451,145750,45299,1,0,0,0,1
Sign Bottom,10374,29796,74175,,,,,,,29796,74175,44379,1,0,0,0,1
Sign Top,10375,87508,125199,590,22500,,,,,44049,73849.5,29800.5,1,1,0,0,2
Sign Bottom,10376,111897,145085,,,,,,,111897,145085,33188,1,0,0,0,1
Sign Bottom,10377,56268,71237,90086,93794,,,,,73177,82515.5,9338.5,1,1,0,0,2
Sign Top,10378,28297,36829,,,132061,136152,,,80179,86490.5,6311.5,1,0,1,0,2
Sign Top,10379,135982,145243,7000,34581,,,,,71491,89912,18421,1,1,0,0,2
Sign Bottom,10380,119210,145289,,,,,,,119210,145289,26079,1,0,0,0,1
Sign Bottom,10381,57352,59768,,,,,,,57352,59768,2416,1,0,0,0,1
Sign Bottom,10382,70392,80100,,,,,2154,8067,36273,44083.5,7810.5,1,0,0,1,2
Sign Top,10383,117000,156588,,,,,,,117000,156588,39588,1,0,0,0,1
Sign Top,10384,16000,46409,20,19234,20,32914,,,5346.666667,32852.33333,27505.66667,1,1,1,0,3
Sign Bottom,10385,36223,67837,117349,131024,,,91323,133504,81631.66667,110788.3333,29156.66667,1,1,0,1,3
Sign Bottom,10386,19343,60909,4300,42542,,,,,11821.5,51725.5,39904,1,1,0,0,2
Sign Top,10387,194,27724,,,,,,,194,27724,27530,1,0,0,0,1
Sign Top,10388,9,9176,,,,,,,9,9176,9167,1,0,0,0,1
Sign Top,10389,22550,66161,,,,,,,22550,66161,43611,1,0,0,0,1
Sign Bottom,10390,78776,102811,89679,101904,,,,,84227.5,102357.5,18130,1,1,0,0,2
Sign Top,10391,114045,162740,,,94780,118209,,,104412.5,140474.5,36062,1,0,1,0,2
Sign Top,10392,22626,70830,75447,95518,3699,16593,,,33924,60980.33333,27056.33333,1,1,1,0,3
Sign Bottom,10393,13296,18689,,,,,,,13296,18689,5393,1,0,0,0,1
Sign Top,10394,20582,60213,,,,,,,20582,60213,39631,1,0,0,0,1
Sign Top,10395,48836,72259,81732,103068,,,,,65284,87663.5,22379.5,1,1,0,0,2
Sign Top,10396,74200,87628,99,34800,152000,171316,,,75433,97914.66667,22481.66667,1,1,1,0,3
Sign Top,10397,220658,254728,,,,,,,220658,254728,34070,1,0,0,0,1
Sign Top,10398,54429,69619,1422,36133,,,,,27925.5,52876,24950.5,1,1,0,0,2
Sign Bottom,10399,41192,53551,,,,,,,41192,53551,12359,1,0,0,0,1
Sign Top,10400,55600,104199,166064,181576,,,,,110832,142887.5,32055.5,1,1,0,0,2
Sign Top,10401,44526,67195,,,,,,,44526,67195,22669,1,0,0,0,1
Sign Bottom,10402,45200,76521,,,,,,,45200,76521,31321,1,0,0,0,1
Sign Top,10403,4,10825,15,14636,,,,,9.5,12730.5,12721,1,1,0,0,2
Sign Top,10404,71460,95773,,,,,,,71460,95773,24313,1,0,0,0,1
Sign Bottom,10405,56000,92755,18389,33693,,,,,37194.5,63224,26029.5,1,1,0,0,2
Sign Bottom,10406,51380,65342,51168,93953,,,,,51274,79647.5,28373.5,1,1,0,0,2
Sign Bottom,10407,21708,40089,22459,23236,,,,,22083.5,31662.5,9579,1,1,0,0,2
Sign Top,10408,35867,57344,118922,152100,,,,,77394.5,104722,27327.5,1,1,0,0,2
Sign Bottom,10409,20837,37473,,,,,,,20837,37473,16636,1,0,0,0,1
Sign Bottom,10410,37555,47247,,,,,,,37555,47247,9692,1,0,0,0,1
Sign Bottom,10411,18362,36736,,,168030,200893,,,93196,118814.5,25618.5,1,0,1,0,2
Sign Top,10412,20500,53835,144000,169467,78000,113921,,,80833.33333,112407.6667,31574.33333,1,1,1,0,3
Sign Bottom,10413,101128,118853,12247,16400,,,,,56687.5,67626.5,10939,1,1,0,0,2
Sign Top,10414,169491,184225,,,,,,,169491,184225,14734,1,0,0,0,1
Sign Bottom,10415,89122,137132,,,,,,,89122,137132,48010,1,0,0,0,1
Sign Top,10416,18085,51331,,,,,,,18085,51331,33246,1,0,0,0,1
Sign Bottom,10417,67320,102556,,,,,,,67320,102556,35236,1,0,0,0,1
Sign Top,10418,300000,314169,,,6000,54674,,,153000,184421.5,31421.5,1,0,1,0,2
Sign Bottom,10419,34230,57461,78756,89393,1200,42733,,,38062,63195.66667,25133.66667,1,1,1,0,3
Sign Bottom,10420,53339,93927,57448,103386,,,,,55393.5,98656.5,43263,1,1,0,0,2
Sign Top,10421,1044,24974,,,,,,,1044,24974,23930,1,0,0,0,1
Sign Top,10422,110339,116664,,,,,,,110339,116664,6325,1,0,0,0,1
Sign Top,10423,160000,198288,,,,,,,160000,198288,38288,1,0,0,0,1
Sign Bottom,10424,17463,53662,,,,,,,17463,53662,36199,1,0,0,0,1
Sign Top,10425,9803,31046,,,,,,,9803,31046,21243,1,0,0,0,1
Sign Bottom,10426,74543,82999,39981,78056,,,,,57262,80527.5,23265.5,1,1,0,0,2
Sign Bottom,10427,58572,74279,,,,,,,58572,74279,15707,1,0,0,0,1
Sign Bottom,10428,134134,152809,118355,155886,,,,,126244.5,154347.5,28103,1,1,0,0,2
Sign Top,10429,87000,120181,3000,43759,,,,,45000,81970,36970,1,1,0,0,2
Sign Bottom,10430,73731,101592,,,,,,,73731,101592,27861,1,0,0,0,1
Sign Bottom,10431,184988,205869,,,,,,,184988,205869,20881,1,0,0,0,1
Sign Bottom,10432,120,12789,,,,,,,120,12789,12669,1,0,0,0,1
Sign Bottom,10433,82507,103172,146440,191456,,,,,114473.5,147314,32840.5,1,1,0,0,2
Sign Bottom,10434,325,4061,,,,,,,325,4061,3736,1,0,0,0,1
Sign Bottom,10435,106798,139435,,,,,,,106798,139435,32637,1,0,0,0,1
Sign Bottom,10436,78626,111996,9916,42298,,,,,44271,77147,32876,1,1,0,0,2
Sign Bottom,10437,141203,183237,,,,,,,141203,183237,42034,1,0,0,0,1
Sign Bottom,10438,70780,88994,197528,219337,,,,,134154,154165.5,20011.5,1,1,0,0,2
Sign Bottom,10439,176786,186475,203240,219223,,,,,190013,202849,12836,1,1,0,0,2
Sign Bottom,10440,52792,57609,,,,,,,52792,57609,4817,1,0,0,0,1
Sign Top,10441,591,11927,18175,53736,,,,,9383,32831.5,23448.5,1,1,0,0,2
Sign Bottom,10442,114997,115224,,,,,,,114997,115224,227,1,0,0,0,1
Sign Top,10443,40280,64236,,,,,,,40280,64236,23956,1,0,0,0,1
Sign Bottom,10444,97957,115758,,,,,,,97957,115758,17801,1,0,0,0,1
Sign Bottom,10445,31300,57880,107540,113013,,,,,69420,85446.5,16026.5,1,1,0,0,2
Sign Top,10446,55799,102343,350645,355514,,,,,203222,228928.5,25706.5,1,1,0,0,2
Sign Bottom,10447,124425,154904,,,,,,,124425,154904,30479,1,0,0,0,1
Sign Top,10448,377,42551,,,,,,,377,42551,42174,1,0,0,0,1
Sign Bottom,10449,19819,37367,,,,,,,19819,37367,17548,1,0,0,0,1
Sign Top,10450,58396,96516,,,,,,,58396,96516,38120,1,0,0,0,1
Sign Top,10451,8642,25063,66247,79481,,,,,37444.5,52272,14827.5,1,1,0,0,2
Sign Top,10452,1732,43033,,,,,,,1732,43033,41301,1,0,0,0,1
Sign Top,10453,85664,132443,58548,77895,,,,,72106,105169,33063,1,1,0,0,2
Sign Bottom,10454,78661,100583,,,,,,,78661,100583,21922,1,0,0,0,1
Sign Top,10455,30520,78800,,,,,,,30520,78800,48280,1,0,0,0,1
Sign Top,10456,58139,94719,4504,10236,,,,,31321.5,52477.5,21156,1,1,0,0,2
Sign Bottom,10457,67983,87807,,,,,,,67983,87807,19824,1,0,0,0,1
Sign Top,10458,80917,122690,,,,,,,80917,122690,41773,1,0,0,0,1
Sign Bottom,10459,32785,76400,130634,134326,,,,,81709.5,105363,23653.5,1,1,0,0,2
Sign Bottom,10460,174254,194205,58312,65914,7310,19407,,,79958.66667,93175.33333,13216.66667,1,1,1,0,3
Sign Top,10461,16335,48522,26126,29624,,,,,21230.5,39073,17842.5,1,1,0,0,2
Sign Top,10462,21989,60778,112203,152649,,,,,67096,106713.5,39617.5,1,1,0,0,2
Sign Top,10463,82513,131727,,,,,,,82513,131727,49214,1,0,0,0,1
Sign Top,10464,16731,36832,,,,,,,16731,36832,20101,1,0,0,0,1
Sign Top,10465,21423,28647,14429,31587,,,,,17926,30117,12191,1,1,0,0,2
Sign Bottom,10466,126562,164202,,,,,,,126562,164202,37640,1,0,0,0,1
Sign Bottom,10467,54056,69335,,,,,,,54056,69335,15279,1,0,0,0,1
Sign Top,10468,120025,126217,,,,,,,120025,126217,6192,1,0,0,0,1
Sign Bottom,10469,77143,113018,,,,,,,77143,113018,35875,1,0,0,0,1
Sign Top,10470,34905,71017,,,,,,,34905,71017,36112,1,0,0,0,1
Sign Top,10471,57000,95939,123663,173021,16000,22433,90000,103620,71665.75,98753.25,27087.5,1,1,1,1,4
Sign Top,10472,84500,114919,,,27627,60293,,,56063.5,87606,31542.5,1,0,1,0,2
Sign Bottom,10473,144187,193781,35954,76386,,,,,90070.5,135083.5,45013,1,1,0,0,2
Sign Top,10474,462,20647,47673,93313,33002,59890,,,27045.66667,57950,30904.33333,1,1,1,0,3
Sign Bottom,10475,60961,89761,61297,88008,,,,,61129,88884.5,27755.5,1,1,0,0,2
Sign Bottom,10476,20800,47336,8689,32611,83796,129894,,,37761.66667,69947,32185.33333,1,1,1,0,3
Sign Bottom,10477,17007,28611,,,,,,,17007,28611,11604,1,0,0,0,1
Sign Top,10478,6880,54017,,,,,,,6880,54017,47137,1,0,0,0,1
Sign Bottom,10479,85887,124043,54124,80118,,,,,70005.5,102080.5,32075,1,1,0,0,2
Sign Top,10480,254185,269348,15300,51820,,,,,134742.5,160584,25841.5,1,1,0,0,2
Sign Bottom,10481,1491,48120,137378,171349,,,,,69434.5,109734.5,40300,1,1,0,0,2
Sign Top,10482,75362,119208,125915,149962,,,,,100638.5,134585,33946.5,1,1,0,0,2
Sign Top,10483,31755,37816,,,,,,,31755,37816,6061,1,0,0,0,1
Sign Top,10484,33758,41565,,,,,,,33758,41565,7807,1,0,0,0,1
Sign Bottom,10485,44000,61525,,,,,,,44000,61525,17525,1,0,0,0,1
Sign Bottom,10486,58901,59470,,,,,,,58901,59470,569,1,0,0,0,1
